Type,Clarity,Length,Height,Breadth,Depth,Style,Carat,Lab,Polish,Price,Symmetry,Company,Shape,Ratio,Cut,Color,combined_text
certified,vs1,10.16,6.35,10.22,62.3,natural,4.08,gia,excellent,73338.0,excellent,rapnet,round,0.99,excellent,k,"Style: natural, Carat: 4.08, Clarity: vs1, Color: k, Cut: excellent, Shape: round, Price: 73338.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vs1,10.12,6.29,10.18,62.0,natural,4.01,gia,excellent,48118.0,excellent,rapnet,round,0.99,excellent,m,"Style: natural, Carat: 4.01, Clarity: vs1, Color: m, Cut: excellent, Shape: round, Price: 48118.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,si1,5.65,3.56,5.67,62.9,natural,0.7,igi,excellent,872.0,excellent,rapnet,round,1.0,excellent,j,"Style: natural, Carat: 0.7, Clarity: si1, Color: j, Cut: excellent, Shape: round, Price: 872.0, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,si2,6.8,4.21,6.83,61.8,natural,1.2,igi,excellent,1968.0,excellent,rapnet,round,1.0,excellent,j,"Style: natural, Carat: 1.2, Clarity: si2, Color: j, Cut: excellent, Shape: round, Price: 1968.0, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs1,6.78,4.24,6.81,62.4,natural,1.21,gia,excellent,2778.0,excellent,rapnet,round,1.0,excellent,l,"Style: natural, Carat: 1.21, Clarity: vs1, Color: l, Cut: excellent, Shape: round, Price: 2778.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,si1,6.78,4.26,6.81,62.7,natural,1.21,gia,excellent,2530.0,excellent,rapnet,round,1.0,excellent,k,"Style: natural, Carat: 1.21, Clarity: si1, Color: k, Cut: excellent, Shape: round, Price: 2530.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,si2,6.38,3.94,6.42,61.6,natural,1.0,igi,excellent,1408.0,excellent,rapnet,round,0.99,excellent,k,"Style: natural, Carat: 1.0, Clarity: si2, Color: k, Cut: excellent, Shape: round, Price: 1408.0, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vs2,9.68,6.03,9.73,62.1,natural,3.51,gia,excellent,37310.0,excellent,rapnet,round,0.99,excellent,l,"Style: natural, Carat: 3.51, Clarity: vs2, Color: l, Cut: excellent, Shape: round, Price: 37310.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,si2,6.69,4.25,6.72,63.4,natural,1.2,hrd,excellent,1692.0,excellent,rapnet,round,1.0,excellent,k,"Style: natural, Carat: 1.2, Clarity: si2, Color: k, Cut: excellent, Shape: round, Price: 1692.0, Lab: hrd, Polish: excellent, Symmetry: excellent"
certified,si2,6.39,3.99,6.44,62.2,natural,1.01,igi,excellent,1388.0,excellent,rapnet,round,0.99,excellent,k,"Style: natural, Carat: 1.01, Clarity: si2, Color: k, Cut: excellent, Shape: round, Price: 1388.0, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs2,6.12,3.84,6.16,62.6,natural,0.9,gia,excellent,5272.0,excellent,rapnet,round,0.99,excellent,g,"Style: natural, Carat: 0.9, Clarity: vvs2, Color: g, Cut: excellent, Shape: round, Price: 5272.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vs2,5.31,3.3,5.33,62.1,natural,0.58,gia,excellent,838.0,excellent,rapnet,round,1.0,excellent,j,"Style: natural, Carat: 0.58, Clarity: vs2, Color: j, Cut: excellent, Shape: round, Price: 838.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,si2,10.35,6.49,10.4,62.5,natural,4.31,gia,excellent,71080.0,excellent,rapnet,round,1.0,excellent,j,"Style: natural, Carat: 4.31, Clarity: si2, Color: j, Cut: excellent, Shape: round, Price: 71080.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,si2,6.78,4.25,6.82,62.5,natural,1.22,igi,excellent,3032.0,excellent,rapnet,round,0.99,excellent,i,"Style: natural, Carat: 1.22, Clarity: si2, Color: i, Cut: excellent, Shape: round, Price: 3032.0, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,si1,6.2,4.04,6.25,64.8,natural,1.0,gia,very good,2000.0,very good,rapnet,round,0.99,very good,k,"Style: natural, Carat: 1.0, Clarity: si1, Color: k, Cut: very good, Shape: round, Price: 2000.0, Lab: gia, Polish: very good, Symmetry: very good"
certified,si2,7.24,4.59,7.29,63.1,natural,1.5,gia,excellent,3108.0,excellent,rapnet,round,0.99,excellent,m,"Style: natural, Carat: 1.5, Clarity: si2, Color: m, Cut: excellent, Shape: round, Price: 3108.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vs1,6.39,3.97,6.43,61.9,natural,1.01,gia,excellent,2186.0,excellent,rapnet,round,0.99,excellent,m,"Style: natural, Carat: 1.01, Clarity: vs1, Color: m, Cut: excellent, Shape: round, Price: 2186.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vvs2,7.38,4.52,7.41,61.1,natural,1.51,gia,excellent,21694.0,excellent,rapnet,round,1.0,excellent,g,"Style: natural, Carat: 1.51, Clarity: vvs2, Color: g, Cut: excellent, Shape: round, Price: 21694.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,si2,6.5,3.91,6.52,60.0,natural,1.01,gia,excellent,7566.0,excellent,rapnet,round,1.0,excellent,d,"Style: natural, Carat: 1.01, Clarity: si2, Color: d, Cut: excellent, Shape: round, Price: 7566.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,si1,5.87,3.4,5.93,57.6,natural,0.7,gia,very good,3258.0,good,rapnet,round,0.99,very good,d,"Style: natural, Carat: 0.7, Clarity: si1, Color: d, Cut: very good, Shape: round, Price: 3258.0, Lab: gia, Polish: very good, Symmetry: good"
certified,si2,5.06,3.18,5.09,62.6,natural,0.5,gia,excellent,864.0,excellent,rapnet,round,0.99,excellent,f,"Style: natural, Carat: 0.5, Clarity: si2, Color: f, Cut: excellent, Shape: round, Price: 864.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,i1,5.24,3.26,5.25,62.2,natural,0.55,gia,very good,848.0,excellent,rapnet,round,1.0,excellent,f,"Style: natural, Carat: 0.55, Clarity: i1, Color: f, Cut: excellent, Shape: round, Price: 848.0, Lab: gia, Polish: very good, Symmetry: excellent"
certified,si2,8.19,4.92,8.25,59.9,natural,2.01,gia,excellent,6398.0,excellent,rapnet,round,0.99,excellent,m,"Style: natural, Carat: 2.01, Clarity: si2, Color: m, Cut: excellent, Shape: round, Price: 6398.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,si2,6.73,4.26,6.78,63.0,natural,1.2,hrd,excellent,3056.0,excellent,rapnet,round,0.99,excellent,h,"Style: natural, Carat: 1.2, Clarity: si2, Color: h, Cut: excellent, Shape: round, Price: 3056.0, Lab: hrd, Polish: excellent, Symmetry: excellent"
certified,si1,7.37,4.55,7.39,61.7,natural,1.51,gia,excellent,14918.0,excellent,rapnet,round,1.0,excellent,e,"Style: natural, Carat: 1.51, Clarity: si1, Color: e, Cut: excellent, Shape: round, Price: 14918.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,si2,6.36,3.92,6.44,61.3,natural,1.0,gia,excellent,1624.0,very good,rapnet,round,0.99,excellent,l,"Style: natural, Carat: 1.0, Clarity: si2, Color: l, Cut: excellent, Shape: round, Price: 1624.0, Lab: gia, Polish: excellent, Symmetry: very good"
certified,i1,7.5,4.43,7.53,58.9,natural,1.5,gia,excellent,10968.0,excellent,rapnet,round,1.0,excellent,h,"Style: natural, Carat: 1.5, Clarity: i1, Color: h, Cut: excellent, Shape: round, Price: 10968.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,i1,6.31,4.02,6.34,63.6,natural,1.0,gia,good,4410.0,good,rapnet,round,1.0,very good,d,"Style: natural, Carat: 1.0, Clarity: i1, Color: d, Cut: very good, Shape: round, Price: 4410.0, Lab: gia, Polish: good, Symmetry: good"
certified,si1,6.3,3.97,6.33,62.9,natural,0.96,gia,excellent,3920.0,excellent,rapnet,round,1.0,excellent,i,"Style: natural, Carat: 0.96, Clarity: si1, Color: i, Cut: excellent, Shape: round, Price: 3920.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vvs1,8.14,4.81,8.17,59.0,natural,1.91,gia,excellent,51554.0,excellent,rapnet,round,1.0,excellent,e,"Style: natural, Carat: 1.91, Clarity: vvs1, Color: e, Cut: excellent, Shape: round, Price: 51554.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vvs1,8.03,4.77,8.06,59.3,natural,1.83,gia,excellent,16400.0,excellent,rapnet,round,1.0,excellent,k,"Style: natural, Carat: 1.83, Clarity: vvs1, Color: k, Cut: excellent, Shape: round, Price: 16400.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,si1,6.63,3.79,6.67,56.9,natural,1.0,gia,excellent,5266.0,excellent,rapnet,round,0.99,very good,e,"Style: natural, Carat: 1.0, Clarity: si1, Color: e, Cut: very good, Shape: round, Price: 5266.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vvs2,7.14,4.33,7.17,60.6,natural,1.33,gia,excellent,14926.0,excellent,rapnet,round,1.0,excellent,d,"Style: natural, Carat: 1.33, Clarity: vvs2, Color: d, Cut: excellent, Shape: round, Price: 14926.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vvs1,8.1,4.78,8.13,58.9,natural,1.85,gia,excellent,49934.0,excellent,rapnet,round,1.0,excellent,e,"Style: natural, Carat: 1.85, Clarity: vvs1, Color: e, Cut: excellent, Shape: round, Price: 49934.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,si1,5.61,3.57,5.64,63.5,natural,0.7,gia,excellent,1806.0,very good,rapnet,round,0.99,very good,g,"Style: natural, Carat: 0.7, Clarity: si1, Color: g, Cut: very good, Shape: round, Price: 1806.0, Lab: gia, Polish: excellent, Symmetry: very good"
certified,si1,6.61,4.13,6.64,62.4,natural,1.13,gia,excellent,4498.0,excellent,rapnet,round,1.0,excellent,i,"Style: natural, Carat: 1.13, Clarity: si1, Color: i, Cut: excellent, Shape: round, Price: 4498.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,si1,6.57,4.12,6.6,62.6,natural,1.09,gia,excellent,8504.0,excellent,rapnet,round,1.0,excellent,d,"Style: natural, Carat: 1.09, Clarity: si1, Color: d, Cut: excellent, Shape: round, Price: 8504.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vvs1,5.13,3.18,5.16,61.7,natural,0.51,gia,excellent,2226.0,excellent,rapnet,round,0.99,excellent,e,"Style: natural, Carat: 0.51, Clarity: vvs1, Color: e, Cut: excellent, Shape: round, Price: 2226.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vs1,5.34,3.24,5.35,60.7,natural,0.55,gia,excellent,1698.0,excellent,rapnet,round,1.0,excellent,e,"Style: natural, Carat: 0.55, Clarity: vs1, Color: e, Cut: excellent, Shape: round, Price: 1698.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,if,5.26,3.22,5.28,61.2,natural,0.54,gia,excellent,2570.0,excellent,rapnet,round,1.0,excellent,e,"Style: natural, Carat: 0.54, Clarity: if, Color: e, Cut: excellent, Shape: round, Price: 2570.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,i1,6.54,3.97,6.58,60.5,natural,1.02,gia,excellent,4936.0,excellent,rapnet,round,0.99,excellent,g,"Style: natural, Carat: 1.02, Clarity: i1, Color: g, Cut: excellent, Shape: round, Price: 4936.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,i1,7.96,4.83,8.02,60.4,natural,1.88,gia,excellent,22542.0,excellent,rapnet,round,0.99,excellent,e,"Style: natural, Carat: 1.88, Clarity: i1, Color: e, Cut: excellent, Shape: round, Price: 22542.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,si1,6.52,3.95,6.55,60.4,natural,1.02,gia,excellent,6368.0,excellent,rapnet,round,1.0,excellent,g,"Style: natural, Carat: 1.02, Clarity: si1, Color: g, Cut: excellent, Shape: round, Price: 6368.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,si1,6.32,3.99,6.38,62.8,natural,1.0,gia,excellent,6242.0,excellent,rapnet,round,0.99,excellent,g,"Style: natural, Carat: 1.0, Clarity: si1, Color: g, Cut: excellent, Shape: round, Price: 6242.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,si2,6.4,3.97,6.43,61.9,natural,1.0,gia,excellent,5762.0,excellent,rapnet,round,1.0,excellent,e,"Style: natural, Carat: 1.0, Clarity: si2, Color: e, Cut: excellent, Shape: round, Price: 5762.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vs1,4.87,2.95,4.89,60.4,natural,0.42,gia,excellent,956.0,excellent,rapnet,round,1.0,excellent,e,"Style: natural, Carat: 0.42, Clarity: vs1, Color: e, Cut: excellent, Shape: round, Price: 956.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vvs1,4.78,2.97,4.8,62.0,natural,0.41,gia,excellent,1026.0,excellent,rapnet,round,1.0,excellent,f,"Style: natural, Carat: 0.41, Clarity: vvs1, Color: f, Cut: excellent, Shape: round, Price: 1026.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vvs1,5.93,3.58,5.94,60.4,natural,0.77,gia,excellent,4916.0,excellent,rapnet,round,1.0,excellent,d,"Style: natural, Carat: 0.77, Clarity: vvs1, Color: d, Cut: excellent, Shape: round, Price: 4916.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,if,5.83,3.63,5.85,62.1,natural,0.74,gia,excellent,4768.0,excellent,rapnet,round,1.0,excellent,e,"Style: natural, Carat: 0.74, Clarity: if, Color: e, Cut: excellent, Shape: round, Price: 4768.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,if,4.78,3.0,4.8,62.6,natural,0.42,gia,excellent,1442.0,excellent,rapnet,round,1.0,excellent,d,"Style: natural, Carat: 0.42, Clarity: if, Color: d, Cut: excellent, Shape: round, Price: 1442.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vvs1,5.4,3.36,5.43,62.0,natural,0.61,gia,excellent,3604.0,excellent,rapnet,round,0.99,excellent,d,"Style: natural, Carat: 0.61, Clarity: vvs1, Color: d, Cut: excellent, Shape: round, Price: 3604.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vvs1,5.43,3.3,5.46,60.6,natural,0.6,gia,excellent,3602.0,excellent,rapnet,round,0.99,excellent,e,"Style: natural, Carat: 0.6, Clarity: vvs1, Color: e, Cut: excellent, Shape: round, Price: 3602.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vvs1,5.42,3.38,5.44,62.3,natural,0.6,gia,excellent,3564.0,excellent,rapnet,round,1.0,excellent,e,"Style: natural, Carat: 0.6, Clarity: vvs1, Color: e, Cut: excellent, Shape: round, Price: 3564.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,if,5.46,3.25,5.48,59.4,natural,0.6,gia,excellent,3204.0,excellent,rapnet,round,1.0,excellent,f,"Style: natural, Carat: 0.6, Clarity: if, Color: f, Cut: excellent, Shape: round, Price: 3204.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,if,5.43,3.27,5.45,60.2,natural,0.58,gia,excellent,4504.0,excellent,rapnet,round,1.0,excellent,d,"Style: natural, Carat: 0.58, Clarity: if, Color: d, Cut: excellent, Shape: round, Price: 4504.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vvs1,5.2,3.13,5.23,60.1,natural,0.52,gia,good,2382.0,very good,rapnet,round,0.99,very good,d,"Style: natural, Carat: 0.52, Clarity: vvs1, Color: d, Cut: very good, Shape: round, Price: 2382.0, Lab: gia, Polish: good, Symmetry: very good"
certified,vvs1,5.45,3.25,5.48,59.5,natural,0.6,gia,excellent,3764.0,excellent,rapnet,round,0.99,excellent,e,"Style: natural, Carat: 0.6, Clarity: vvs1, Color: e, Cut: excellent, Shape: round, Price: 3764.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vvs1,4.53,2.85,4.56,62.6,natural,0.36,gia,excellent,1394.0,excellent,rapnet,round,0.99,excellent,d,"Style: natural, Carat: 0.36, Clarity: vvs1, Color: d, Cut: excellent, Shape: round, Price: 1394.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vvs1,4.56,2.81,4.58,61.4,natural,0.36,gia,excellent,1404.0,excellent,rapnet,round,1.0,excellent,d,"Style: natural, Carat: 0.36, Clarity: vvs1, Color: d, Cut: excellent, Shape: round, Price: 1404.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vvs1,5.06,3.08,5.1,60.7,natural,0.48,gia,excellent,2104.0,excellent,rapnet,round,0.99,excellent,f,"Style: natural, Carat: 0.48, Clarity: vvs1, Color: f, Cut: excellent, Shape: round, Price: 2104.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vvs1,5.1,3.07,5.13,60.0,natural,0.48,gia,excellent,2104.0,excellent,rapnet,round,0.99,excellent,f,"Style: natural, Carat: 0.48, Clarity: vvs1, Color: f, Cut: excellent, Shape: round, Price: 2104.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vvs1,5.08,3.05,5.1,60.0,natural,0.48,gia,excellent,2104.0,excellent,rapnet,round,1.0,excellent,f,"Style: natural, Carat: 0.48, Clarity: vvs1, Color: f, Cut: excellent, Shape: round, Price: 2104.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,if,4.57,2.85,4.59,62.3,natural,0.37,gia,excellent,1384.0,excellent,rapnet,round,1.0,excellent,d,"Style: natural, Carat: 0.37, Clarity: if, Color: d, Cut: excellent, Shape: round, Price: 1384.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vvs1,4.57,2.86,4.58,62.5,natural,0.37,gia,excellent,1384.0,excellent,rapnet,round,1.0,excellent,d,"Style: natural, Carat: 0.37, Clarity: vvs1, Color: d, Cut: excellent, Shape: round, Price: 1384.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,if,4.52,2.72,4.54,60.1,natural,0.33,gia,excellent,1544.0,excellent,rapnet,round,1.0,excellent,d,"Style: natural, Carat: 0.33, Clarity: if, Color: d, Cut: excellent, Shape: round, Price: 1544.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vvs1,5.44,3.42,5.48,62.7,natural,0.62,gia,excellent,3784.0,excellent,rapnet,round,0.99,excellent,e,"Style: natural, Carat: 0.62, Clarity: vvs1, Color: e, Cut: excellent, Shape: round, Price: 3784.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,si2,6.47,3.98,6.49,61.4,natural,1.02,hrd,excellent,1396.0,excellent,rapnet,round,1.0,excellent,k,"Style: natural, Carat: 1.02, Clarity: si2, Color: k, Cut: excellent, Shape: round, Price: 1396.0, Lab: hrd, Polish: excellent, Symmetry: excellent"
certified,vvs2,8.87,5.56,8.92,62.5,natural,2.72,igi,excellent,19614.0,excellent,rapnet,round,0.99,excellent,j,"Style: natural, Carat: 2.72, Clarity: vvs2, Color: j, Cut: excellent, Shape: round, Price: 19614.0, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,si2,6.89,4.14,6.92,59.9,natural,1.2,igi,excellent,1082.0,excellent,rapnet,round,1.0,excellent,m,"Style: natural, Carat: 1.2, Clarity: si2, Color: m, Cut: excellent, Shape: round, Price: 1082.0, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,si2,6.52,4.09,6.57,62.5,natural,1.08,igi,excellent,1046.0,excellent,rapnet,round,0.99,excellent,l,"Style: natural, Carat: 1.08, Clarity: si2, Color: l, Cut: excellent, Shape: round, Price: 1046.0, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,si2,6.76,4.25,6.8,62.6,natural,1.2,igi,excellent,2814.0,excellent,rapnet,round,0.99,excellent,i,"Style: natural, Carat: 1.2, Clarity: si2, Color: i, Cut: excellent, Shape: round, Price: 2814.0, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,si2,6.47,3.91,6.49,60.3,natural,1.01,igi,excellent,1408.0,excellent,rapnet,round,1.0,excellent,j,"Style: natural, Carat: 1.01, Clarity: si2, Color: j, Cut: excellent, Shape: round, Price: 1408.0, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,si2,6.79,4.2,6.82,61.7,natural,1.2,igi,excellent,1474.0,excellent,rapnet,round,1.0,excellent,k,"Style: natural, Carat: 1.2, Clarity: si2, Color: k, Cut: excellent, Shape: round, Price: 1474.0, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,si2,6.39,3.94,6.42,61.5,natural,1.0,hrd,excellent,1458.0,excellent,rapnet,round,1.0,excellent,j,"Style: natural, Carat: 1.0, Clarity: si2, Color: j, Cut: excellent, Shape: round, Price: 1458.0, Lab: hrd, Polish: excellent, Symmetry: excellent"
certified,si2,6.24,4.0,6.33,63.5,natural,1.0,igi,very good,1270.0,very good,rapnet,round,0.99,excellent,k,"Style: natural, Carat: 1.0, Clarity: si2, Color: k, Cut: excellent, Shape: round, Price: 1270.0, Lab: igi, Polish: very good, Symmetry: very good"
certified,si2,6.89,4.36,6.93,63.1,natural,1.3,igi,excellent,1708.0,excellent,rapnet,round,0.99,excellent,k,"Style: natural, Carat: 1.3, Clarity: si2, Color: k, Cut: excellent, Shape: round, Price: 1708.0, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,si2,6.38,4.01,6.41,62.7,natural,1.01,igi,excellent,1332.0,excellent,rapnet,round,1.0,excellent,k,"Style: natural, Carat: 1.01, Clarity: si2, Color: k, Cut: excellent, Shape: round, Price: 1332.0, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,i1,6.19,4.02,6.27,64.5,natural,1.01,igi,excellent,1202.0,very good,rapnet,round,0.99,very good,j,"Style: natural, Carat: 1.01, Clarity: i1, Color: j, Cut: very good, Shape: round, Price: 1202.0, Lab: igi, Polish: excellent, Symmetry: very good"
certified,si2,6.4,4.01,6.43,62.5,natural,1.02,igi,excellent,1546.0,excellent,rapnet,round,1.0,excellent,k,"Style: natural, Carat: 1.02, Clarity: si2, Color: k, Cut: excellent, Shape: round, Price: 1546.0, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,si2,6.38,3.95,6.41,61.7,natural,1.01,igi,excellent,1384.0,excellent,rapnet,round,1.0,excellent,j,"Style: natural, Carat: 1.01, Clarity: si2, Color: j, Cut: excellent, Shape: round, Price: 1384.0, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,si1,7.11,4.47,7.15,62.6,natural,1.4,gia,excellent,3474.0,excellent,rapnet,round,0.99,excellent,l,"Style: natural, Carat: 1.4, Clarity: si1, Color: l, Cut: excellent, Shape: round, Price: 3474.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,si2,6.36,3.99,6.39,62.6,natural,1.0,igi,excellent,946.0,excellent,rapnet,round,1.0,excellent,l,"Style: natural, Carat: 1.0, Clarity: si2, Color: l, Cut: excellent, Shape: round, Price: 946.0, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,si2,6.37,4.01,6.4,62.8,natural,1.01,igi,excellent,1056.0,excellent,rapnet,round,1.0,excellent,l,"Style: natural, Carat: 1.01, Clarity: si2, Color: l, Cut: excellent, Shape: round, Price: 1056.0, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,si2,6.34,3.96,6.41,62.0,natural,1.0,igi,excellent,1044.0,excellent,rapnet,round,0.99,excellent,l,"Style: natural, Carat: 1.0, Clarity: si2, Color: l, Cut: excellent, Shape: round, Price: 1044.0, Lab: igi, Polish: excellent, Symmetry: excellent"
certified,vvs1,4.38,2.7,4.4,61.6,natural,0.31,gia,excellent,910.0,excellent,rapnet,round,1.0,excellent,d,"Style: natural, Carat: 0.31, Clarity: vvs1, Color: d, Cut: excellent, Shape: round, Price: 910.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,si2,4.9,3.17,4.96,64.3,natural,0.5,gia,excellent,818.0,very good,rapnet,round,0.99,very good,g,"Style: natural, Carat: 0.5, Clarity: si2, Color: g, Cut: very good, Shape: round, Price: 818.0, Lab: gia, Polish: excellent, Symmetry: very good"
certified,vvs2,5.15,3.11,5.18,60.2,natural,0.5,gia,excellent,1446.0,excellent,rapnet,round,0.99,excellent,g,"Style: natural, Carat: 0.5, Clarity: vvs2, Color: g, Cut: excellent, Shape: round, Price: 1446.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,si1,4.13,2.69,4.17,64.9,natural,0.3,gia,very good,380.0,very good,rapnet,round,0.99,good,d,"Style: natural, Carat: 0.3, Clarity: si1, Color: d, Cut: good, Shape: round, Price: 380.0, Lab: gia, Polish: very good, Symmetry: very good"
certified,si1,4.72,2.94,4.75,62.0,natural,0.4,gia,excellent,682.0,excellent,rapnet,round,0.99,excellent,g,"Style: natural, Carat: 0.4, Clarity: si1, Color: g, Cut: excellent, Shape: round, Price: 682.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,si2,5.04,3.19,5.06,63.2,natural,0.5,gia,very good,482.0,good,rapnet,round,1.0,very good,i,"Style: natural, Carat: 0.5, Clarity: si2, Color: i, Cut: very good, Shape: round, Price: 482.0, Lab: gia, Polish: very good, Symmetry: good"
certified,si2,5.29,3.39,5.3,64.0,natural,0.61,gia,very good,882.0,very good,rapnet,round,1.0,very good,f,"Style: natural, Carat: 0.61, Clarity: si2, Color: f, Cut: very good, Shape: round, Price: 882.0, Lab: gia, Polish: very good, Symmetry: very good"
certified,vvs2,4.74,3.19,4.86,66.5,natural,0.5,gia,excellent,458.0,good,rapnet,round,0.98,good,m,"Style: natural, Carat: 0.5, Clarity: vvs2, Color: m, Cut: good, Shape: round, Price: 458.0, Lab: gia, Polish: excellent, Symmetry: good"
certified,vs1,6.05,3.89,6.06,64.2,natural,0.9,gia,very good,2952.0,excellent,rapnet,round,1.0,very good,h,"Style: natural, Carat: 0.9, Clarity: vs1, Color: h, Cut: very good, Shape: round, Price: 2952.0, Lab: gia, Polish: very good, Symmetry: excellent"
certified,vs2,5.09,3.17,5.11,62.2,natural,0.5,gia,excellent,698.0,excellent,rapnet,round,1.0,excellent,k,"Style: natural, Carat: 0.5, Clarity: vs2, Color: k, Cut: excellent, Shape: round, Price: 698.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,si1,5.06,3.11,5.09,61.3,natural,0.5,gia,excellent,974.0,excellent,rapnet,round,0.99,excellent,d,"Style: natural, Carat: 0.5, Clarity: si1, Color: d, Cut: excellent, Shape: round, Price: 974.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vs2,4.96,3.15,5.01,63.2,natural,0.5,gia,excellent,800.0,very good,rapnet,round,0.99,good,h,"Style: natural, Carat: 0.5, Clarity: vs2, Color: h, Cut: good, Shape: round, Price: 800.0, Lab: gia, Polish: excellent, Symmetry: very good"
certified,si2,5.04,3.18,5.07,62.8,natural,0.5,gia,excellent,952.0,excellent,rapnet,round,0.99,excellent,e,"Style: natural, Carat: 0.5, Clarity: si2, Color: e, Cut: excellent, Shape: round, Price: 952.0, Lab: gia, Polish: excellent, Symmetry: excellent"
certified,vvs2,5.22,3.13,5.23,60.0,natural,0.51,gia,very good,818.0,very good,rapnet,round,1.0,very good,j,"Style: natural, Carat: 0.51, Clarity: vvs2, Color: j, Cut: very good, Shape: round, Price: 818.0, Lab: gia, Polish: very good, Symmetry: very good"
certified,vvs2,7.75,5.06,7.85,64.9,natural,2.0,gia,excellent,18482.0,very good,rapnet,round,0.99,very good,i,"Style: natural, Carat: 2.0, Clarity: vvs2, Color: i, Cut: very good, Shape: round, Price: 18482.0, Lab: gia, Polish: excellent, Symmetry: very good"
